sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,susceptibility_log10,tmi_min_nt,tmi_max_nt,peak_absolute_tmi_nt
sample_000177,samples/sample_000177.npz,train,21,33,35,41,9,15,0.0005899654564720957,-3.229173416328609,-0.05671553979711334,0.7461972987901677,0.7461972987901677
sample_000178,samples/sample_000178.npz,train,21,32,39,55,11,14,0.016921217790045205,-1.771568384768329,-1.4967604081988195,18.031234894063477,18.031234894063477
sample_000179,samples/sample_000179.npz,train,13,29,26,31,11,14,0.00011638658766957025,-3.934097064675061,-0.005321812121032004,0.06331150466641276,0.06331150466641276
sample_000180,samples/sample_000180.npz,train,28,35,26,32,7,13,0.0007137674383101831,-3.146443268211074,-0.06780591832079207,0.9721278124073338,0.9721278124073338
sample_000181,samples/sample_000181.npz,train,27,38,34,42,7,14,0.012426443401391074,-1.9056531539144554,-2.4380723060140648,31.398522432882505,31.398522432882505
sample_000182,samples/sample_000182.npz,train,23,38,28,36,9,15,0.02649966977089935,-1.5767595380469572,-4.0667737585110775,48.809464845279095,48.809464845279095
sample_000183,samples/sample_000183.npz,train,21,34,39,50,16,22,0.0017147849251534456,-2.7657903430710453,-0.08834552740192295,1.2158906062712873,1.2158906062712873
sample_000184,samples/sample_000184.npz,train,15,22,44,48,11,16,0.014810109222839382,-1.8294417385955013,-0.34273708944293657,5.022726356227601,5.022726356227601
sample_000185,samples/sample_000185.npz,train,25,33,35,40,9,17,0.02497457827999224,-1.6025018365241466,-1.512653640845658,22.771740296191243,22.771740296191243
sample_000186,samples/sample_000186.npz,train,19,23,28,32,5,13,0.007789147318556507,-2.108510082136711,-0.5592828462839725,9.345211858061697,9.345211858061697
sample_000187,samples/sample_000187.npz,train,40,45,8,24,15,17,0.007427919532580163,-2.1291328096637727,-0.10820541445922133,1.4794564188900976,1.4794564188900976
sample_000188,samples/sample_000188.npz,train,45,54,45,51,8,13,0.000993973134872328,-3.002625353564835,-0.08603371645564727,1.1629926982017074,1.1629926982017074
sample_000189,samples/sample_000189.npz,train,30,35,11,23,5,8,0.0002439625866961774,-3.61267677053519,-0.039812191595515654,0.46867016496960984,0.46867016496960984
sample_000190,samples/sample_000190.npz,train,30,35,18,31,2,7,0.0002456622002003063,-3.6096616628415914,-0.16534908499661177,1.6312438343187763,1.6312438343187763
sample_000191,samples/sample_000191.npz,train,43,55,29,35,15,17,0.001533277586886474,-2.8143792126996328,-0.021730899429735676,0.2955909750054078,0.2955909750054078
sample_000192,samples/sample_000192.npz,train,34,48,9,18,8,13,0.06568898427387235,-1.1825074534262412,-12.202289749098485,140.37361289282634,140.37361289282634
sample_000193,samples/sample_000193.npz,train,11,21,33,37,15,22,0.027105949090118656,-1.5669353816914429,-0.5188040962415801,7.616269869566652,7.616269869566652
sample_000194,samples/sample_000194.npz,train,33,46,40,47,7,15,0.0269879899096599,-1.568829460891867,-5.647834246642208,71.49719599861866,71.49719599861866
sample_000195,samples/sample_000195.npz,train,28,44,9,17,9,12,0.0011891921451650223,-2.924747968053337,-0.1319678517405773,1.4333064394958264,1.4333064394958264
sample_000196,samples/sample_000196.npz,train,20,26,10,21,3,11,0.004918958770017333,-2.3081268176173313,-2.4337022617266513,30.12504062229358,30.12504062229358
sample_000197,samples/sample_000197.npz,train,32,42,10,15,3,5,0.04131036976117141,-1.3839409177196695,-12.828496584622869,110.75905099164115,110.75905099164115
sample_000198,samples/sample_000198.npz,train,26,37,32,47,5,9,0.07872951140058915,-1.103862443803585,-34.175614886960595,316.2047938093306,316.2047938093306
sample_000199,samples/sample_000199.npz,train,19,31,36,51,5,10,0.01262537530759516,-1.8987557029839581,-6.509109606471819,60.38585736924468,60.38585736924468
sample_000200,samples/sample_000200.npz,train,8,20,45,56,12,18,0.00019019991567352008,-3.720789679946097,-0.01731010326345544,0.2308893157148665,0.2308893157148665
sample_000201,samples/sample_000201.npz,train,35,46,44,48,15,21,0.015775692232668073,-1.8020115749534318,-0.3047077962388409,4.376567005133432,4.376567005133432
sample_000202,samples/sample_000202.npz,train,17,33,33,45,12,16,0.0023630985369655303,-2.6265181686900334,-0.23817706752789294,2.838143064053474,2.838143064053474
sample_000203,samples/sample_000203.npz,train,25,37,23,36,7,15,0.055307687727255146,-1.2572144978910789,-17.930416255201436,214.56553665981588,214.56553665981588
sample_000204,samples/sample_000204.npz,train,39,45,21,37,15,21,0.0033153269320460414,-2.479473638365513,-0.12913639138939437,1.8214832067908238,1.8214832067908238
sample_000205,samples/sample_000205.npz,train,35,42,40,49,13,21,0.00022336257378913316,-3.650989594687404,-0.00967465240569913,0.14412307557716433,0.14412307557716433
sample_000206,samples/sample_000206.npz,train,24,36,12,20,7,10,0.020966630845534483,-1.6784713512584952,-3.051435117945323,34.012042053674065,34.012042053674065
sample_000207,samples/sample_000207.npz,train,37,45,33,49,5,9,0.0013268841408641918,-2.877166996638241,-0.4489925435073464,4.566605592117135,4.566605592117135
sample_000208,samples/sample_000208.npz,train,37,52,42,53,10,12,0.012092861417135179,-1.9174709240658738,-0.974352081466067,10.744028527638838,10.744028527638838
sample_000209,samples/sample_000209.npz,train,12,19,17,32,5,11,0.0052492228175136805,-2.279904992032234,-1.7784916559667967,20.422745558303845,20.422745558303845
sample_000210,samples/sample_000210.npz,train,18,28,21,31,5,11,0.060699068171579516,-1.2168179759930684,-22.030703922825346,252.19584081430966,252.19584081430966
sample_000211,samples/sample_000211.npz,train,34,42,19,29,10,12,0.0005310867443433801,-3.2748345382162753,-0.022115020772774465,0.2903273462973873,0.2903273462973873
sample_000212,samples/sample_000212.npz,train,29,36,40,56,10,18,0.08713511717500537,-1.059806780449911,-10.524012725576164,143.30508608382993,143.30508608382993
sample_000213,samples/sample_000213.npz,train,27,41,13,28,15,19,0.009263745821257689,-2.0332133696291184,-0.5984391260014313,7.673640586473155,7.673640586473155
sample_000214,samples/sample_000214.npz,train,41,52,15,28,6,8,0.0019495589316695613,-2.7100636323343847,-0.3804912788686699,3.667493233113097,3.667493233113097
sample_000215,samples/sample_000215.npz,train,50,54,38,44,4,6,0.008293490641932423,-2.0812626410471093,-0.8099173221919495,10.432049310459227,10.432049310459227
sample_000216,samples/sample_000216.npz,train,21,31,36,47,16,23,0.0004055157580159704,-3.3919922647908987,-0.01769451975942153,0.25380101625085627,0.25380101625085627
sample_000217,samples/sample_000217.npz,train,37,41,29,36,15,20,0.02523447634192536,-1.5980057031820052,-0.27830078502751154,4.164112595660015,4.164112595660015
sample_000218,samples/sample_000218.npz,train,24,34,27,43,3,8,0.0035444062378597457,-2.450456507792333,-3.0873874754061608,24.48447593640529,24.48447593640529
sample_000219,samples/sample_000219.npz,train,27,40,33,41,8,10,0.029268738468758243,-1.5335959959763228,-2.627064762101079,28.91464587120185,28.91464587120185
sample_000220,samples/sample_000220.npz,train,8,23,45,56,12,16,0.00909309569636525,-2.041288238343632,-0.8033159529894919,9.831784884257356,9.831784884257356
sample_000221,samples/sample_000221.npz,train,13,19,33,43,3,5,0.00019206538331106418,-3.716550902664119,-0.05997974796437833,0.5722249974377145,0.5722249974377145
sample_000222,samples/sample_000222.npz,train,39,55,19,30,12,17,0.025725778190090292,-1.5896314792069122,-2.7681496057352737,33.80837185604802,33.80837185604802
sample_000223,samples/sample_000223.npz,train,44,52,39,50,10,13,0.00014863478234023047,-3.827879548510677,-0.00901596120297202,0.11862176570852753,0.11862176570852753
sample_000224,samples/sample_000224.npz,train,30,39,18,26,14,16,0.0019042945810258407,-2.7202658684420022,-0.03207103986846506,0.4445216096301069,0.4445216096301069
sample_000225,samples/sample_000225.npz,train,42,49,22,38,6,9,0.0012760438490088948,-2.8941344015902484,-0.24308476043351235,2.6277197611645806,2.6277197611645806
sample_000226,samples/sample_000226.npz,train,10,15,46,54,2,8,0.0017988935088389466,-2.7449945453217657,-0.9584201888631829,11.737012450769296,11.737012450769296
sample_000227,samples/sample_000227.npz,train,35,46,15,29,7,10,0.07816991934022377,-1.1069603361702174,-15.754690408221746,166.171499572014,166.171499572014
sample_000228,samples/sample_000228.npz,train,26,42,24,37,5,8,0.0007365127803014026,-3.1328197126825597,-0.3509927164555153,2.595404884931114,2.595404884931114
sample_000229,samples/sample_000229.npz,train,20,28,52,56,7,12,0.008308907362002915,-2.0804560830572956,-0.5752511454880703,8.006201030052722,8.006201030052722
sample_000230,samples/sample_000230.npz,train,28,39,43,48,12,20,0.09114733155038149,-1.0402560413250597,-4.15610738717978,59.975258719071476,59.975258719071476
sample_000231,samples/sample_000231.npz,train,10,17,10,23,11,19,0.001471570507842541,-2.8322189245712655,-0.12520133764207622,1.7873414065543887,1.7873414065543887
sample_000232,samples/sample_000232.npz,train,45,51,27,43,2,10,0.019084701843272184,-1.7193146205633556,-16.766107239354003,166.33354643168565,166.33354643168565
sample_000233,samples/sample_000233.npz,train,34,47,24,35,14,17,0.00043490966041722414,-3.3616009454749327,-0.019174822211078503,0.24940698895520985,0.24940698895520985
sample_000234,samples/sample_000234.npz,train,35,46,20,24,15,21,0.00028969011977115236,-3.538066316677637,-0.005595370524577347,0.08036720530828288,0.08036720530828288
sample_000235,samples/sample_000235.npz,train,11,23,32,47,6,13,0.011555430660751667,-1.937213864109347,-5.073830505558714,54.4531849387784,54.4531849387784
sample_000236,samples/sample_000236.npz,train,9,21,38,47,6,14,0.07719914850583996,-1.112387489835954,-24.164602922747754,296.30154925011936,296.30154925011936
sample_000237,samples/sample_000237.npz,train,20,34,43,53,11,14,0.0001538307733645808,-3.812956776592101,-0.01175129967237475,0.1421116161342792,0.1421116161342792
sample_000238,samples/sample_000238.npz,train,27,43,9,21,10,17,0.010198000985516768,-1.991484950399093,-2.035520244341175,24.24934936080431,24.24934936080431
sample_000239,samples/sample_000239.npz,train,20,26,37,51,2,5,0.00016199947746321915,-3.790486386291977,-0.11296133218980745,0.9022279851886953,0.9022279851886953
sample_000240,samples/sample_000240.npz,train,24,39,24,39,5,11,0.032640735405400495,-1.4862400650251164,-21.68824511978145,186.15536613490815,186.15536613490815
sample_000241,samples/sample_000241.npz,train,28,36,11,23,11,14,0.00017474136711667496,-3.7576042708395176,-0.00917646980382791,0.12188225211240138,0.12188225211240138
sample_000242,samples/sample_000242.npz,train,38,49,17,31,7,12,0.00011704446459900781,-3.9316491206341775,-0.03126376843455556,0.34925832775094845,0.34925832775094845
sample_000243,samples/sample_000243.npz,train,35,46,30,43,3,8,0.002249727085383943,-2.6478701630000385,-1.9509496752924176,15.612765516233424,15.612765516233424
sample_000244,samples/sample_000244.npz,train,14,20,40,52,11,15,0.05002387412081945,-1.3008226771768658,-2.4070197834736216,33.25322742202951,33.25322742202951
sample_000245,samples/sample_000245.npz,train,9,21,27,35,3,6,0.0007716195004436569,-3.112596805356743,-0.46681933887220867,3.5450930126360745,3.5450930126360745
sample_000246,samples/sample_000246.npz,train,19,31,39,51,15,19,0.00106693024101097,-2.971863975078244,-0.0491808380342491,0.6602579753488471,0.6602579753488471
sample_000247,samples/sample_000247.npz,train,20,24,28,40,4,8,0.05800018308648352,-1.2365706355176833,-12.53120918009115,147.10929023119579,147.10929023119579
sample_000248,samples/sample_000248.npz,train,14,18,25,40,9,12,0.0975457203725057,-1.010791779671579,-4.786694233388427,61.79681291007173,61.79681291007173
sample_000249,samples/sample_000249.npz,train,25,34,11,27,9,12,0.00015302856091048436,-3.815227505860595,-0.017112011088345258,0.20150024839806743,0.20150024839806743
sample_000250,samples/sample_000250.npz,train,20,25,42,52,4,6,0.00018769467431050877,-3.726548049969872,-0.03191611398866016,0.3555060062875479,0.3555060062875479
sample_000251,samples/sample_000251.npz,train,23,37,38,53,8,13,0.0010944105651369003,-2.9608197230449123,-0.2988933567572724,3.18670049005988,3.18670049005988
sample_000252,samples/sample_000252.npz,train,21,36,31,35,6,8,0.0006412175075332835,-3.192994628362036,-0.06493779399140745,0.6117278526001251,0.6117278526001251
sample_000253,samples/sample_000253.npz,train,11,24,31,44,11,17,0.00019818959724152616,-3.7029191449020478,-0.02689107414288453,0.33973266741205277,0.33973266741205277
sample_000254,samples/sample_000254.npz,train,35,48,49,56,10,17,0.0046279338167900435,-2.334612860439476,-0.47455056213871954,6.283940620367362,6.283940620367362
sample_000255,samples/sample_000255.npz,train,33,46,9,17,4,6,0.0015890564351653264,-2.798860678597746,-0.5423854212960505,4.205933529678646,4.205933529678646
sample_000256,samples/sample_000256.npz,train,45,49,35,44,11,17,0.0018831159722015275,-2.7251229330177265,-0.059279086375797055,0.8796449282266959,0.8796449282266959
sample_000257,samples/sample_000257.npz,train,29,36,21,30,16,24,0.022550793956098783,-1.646838163112737,-0.6156905203693476,9.218036237887912,9.218036237887912
sample_000258,samples/sample_000258.npz,train,29,41,30,44,14,19,0.011702770613514065,-1.93171130750904,-0.8389649729218034,11.091039000179515,11.091039000179515
sample_000259,samples/sample_000259.npz,train,36,40,38,48,7,10,0.008719795835410205,-2.0594936834840345,-0.5376792760176952,7.181208468938566,7.181208468938566
sample_000260,samples/sample_000260.npz,train,29,40,16,21,8,12,0.001659490936917564,-2.780025115088724,-0.1313836167372232,1.6669051811387496,1.6669051811387496
sample_000261,samples/sample_000261.npz,train,12,20,19,32,14,19,0.0025870943566362195,-2.5871877313842893,-0.11762818225355044,1.6434366729811694,1.6434366729811694
sample_000262,samples/sample_000262.npz,train,20,31,49,56,6,9,0.00010502481442502536,-3.9787080771716288,-0.01722402495836857,0.19128742923558625,0.19128742923558625
sample_000263,samples/sample_000263.npz,train,19,26,15,24,4,7,0.000598528229909388,-3.222915361039124,-0.16231495132013568,1.7854159878920444,1.7854159878920444
sample_000264,samples/sample_000264.npz,train,23,35,24,38,2,7,0.002741050605316135,-2.5620829464354467,-3.9440663678507764,24.238657964361487,24.238657964361487
sample_000265,samples/sample_000265.npz,train,24,37,17,30,3,6,0.0006161810184214276,-3.2102916843407323,-0.5109575833305292,3.1874896643428805,3.1874896643428805
sample_000266,samples/sample_000266.npz,train,24,36,46,53,8,13,0.0017776766490355323,-2.7501472322918716,-0.2311053021459069,2.8767014498731034,2.8767014498731034
sample_000267,samples/sample_000267.npz,train,18,28,16,30,7,15,0.005004896330058867,-2.3006049139388423,-1.4461829587585837,17.991664241945113,17.991664241945113
sample_000268,samples/sample_000268.npz,train,11,20,17,32,3,6,0.008630384177339818,-2.0639698714475756,-5.542128304396605,42.14929933798463,42.14929933798463
sample_000269,samples/sample_000269.npz,train,15,24,10,22,8,13,0.0007259403039772879,-3.1390990910343337,-0.1131341608846827,1.427960102719629,1.427960102719629
sample_000270,samples/sample_000270.npz,train,14,23,37,44,14,19,0.0081336059798125,-2.0897168701583757,-0.2356233751524591,3.373741258365895,3.373741258365895
sample_000271,samples/sample_000271.npz,train,32,41,36,51,16,19,0.008035732557815301,-2.094974525706495,-0.23481002450176747,3.19848876957437,3.19848876957437
sample_000272,samples/sample_000272.npz,train,21,30,21,30,7,15,0.0004674340446811228,-3.3302796597685616,-0.08677276660652422,1.1978579518824353,1.1978579518824353
sample_000273,samples/sample_000273.npz,train,32,45,18,26,3,5,0.0031918727556100247,-2.495954430177796,-1.6986454998807141,11.100950584790805,11.100950584790805
sample_000274,samples/sample_000274.npz,train,25,34,42,48,12,14,0.0203009777368763,-1.6924830450668589,-0.3853330438287738,5.284501915314672,5.284501915314672
sample_000275,samples/sample_000275.npz,train,33,40,50,56,9,13,0.00023435763250230556,-3.630120897916518,-0.011098372657489041,0.15611348059824828,0.15611348059824828
sample_000276,samples/sample_000276.npz,train,30,43,12,25,3,6,0.0011964184474612509,-2.9221168992441457,-0.9921095662679225,6.18904404502994,6.18904404502994
sample_000277,samples/sample_000277.npz,train,40,46,37,51,9,11,0.00273631424687459,-2.5628340283530022,-0.14165217214326054,1.7831116534710028,1.7831116534710028
sample_000278,samples/sample_000278.npz,train,47,54,15,29,10,13,0.022927649042950696,-1.6396404747082642,-1.4743901185993074,19.018981984966597,19.018981984966597
sample_000279,samples/sample_000279.npz,train,18,32,19,33,13,15,0.00035722095346710697,-3.447063074676414,-0.01788791740491646,0.2164187867551603,0.2164187867551603
sample_000280,samples/sample_000280.npz,train,27,41,26,35,12,18,0.0064568282313376656,-2.189980766819259,-0.5679950452461401,7.4216469007038945,7.4216469007038945
sample_000281,samples/sample_000281.npz,train,46,56,22,32,7,10,0.011219717228221038,-1.950018088513973,-1.6543953116272383,19.14905572128037,19.14905572128037
sample_000282,samples/sample_000282.npz,train,37,46,8,22,6,10,0.0005353824594333515,-3.2713358615691326,-0.13990451424342354,1.5282730124038906,1.5282730124038906
sample_000283,samples/sample_000283.npz,train,47,51,10,22,11,15,0.021273155842613776,-1.6721680783451696,-0.6866556007201255,9.66093790989732,9.66093790989732
sample_000284,samples/sample_000284.npz,train,11,15,43,53,13,17,0.0016152445444245543,-2.79176171713832,-0.03032144704739223,0.44016307756605716,0.44016307756605716
sample_000285,samples/sample_000285.npz,train,20,33,26,31,12,17,0.02512146915049025,-1.5999549658387573,-1.0732480820132764,14.32214189920145,14.32214189920145
sample_000286,samples/sample_000286.npz,train,29,42,12,28,6,11,0.0395921852902541,-1.4023905267068364,-17.15076534244796,163.26275173925762,163.26275173925762
sample_000287,samples/sample_000287.npz,train,14,27,27,41,5,7,0.0015220010133136085,-2.8175850584219755,-0.4870982344979634,3.8229486912345285,3.8229486912345285
sample_000288,samples/sample_000288.npz,train,8,16,40,44,10,16,0.0886817070046282,-1.0521659558873235,-3.149982992858398,46.042498214735765,46.042498214735765
sample_000289,samples/sample_000289.npz,train,21,36,37,43,11,16,0.013407719472602095,-1.872645085287147,-0.9473755552488421,11.91273951507345,11.91273951507345
sample_000290,samples/sample_000290.npz,train,17,24,13,22,3,11,0.07511817815377518,-1.1242549535874855,-37.60494805441093,476.48932303940046,476.48932303940046
sample_000291,samples/sample_000291.npz,train,10,18,35,41,6,14,0.0006578917403257268,-3.18184556603248,-0.0994440295150291,1.4484191654415917,1.4484191654415917
sample_000292,samples/sample_000292.npz,train,43,52,24,32,15,22,0.004874120879866924,-2.3121037043658625,-0.16519245278832204,2.4128012817194735,2.4128012817194735
sample_000293,samples/sample_000293.npz,train,26,39,34,43,14,22,0.009556051281758605,-2.0197215283104994,-0.6432639994282178,8.998567683528126,8.998567683528126
sample_000294,samples/sample_000294.npz,train,18,26,8,24,16,22,0.002616567037694186,-2.5822681339502274,-0.11694021184338238,1.6373160203524881,1.6373160203524881
sample_000295,samples/sample_000295.npz,train,24,35,12,25,13,20,0.0005700946628940582,-3.2440530247501385,-0.050199790949326174,0.6864737461443967,0.6864737461443967
sample_000296,samples/sample_000296.npz,train,36,43,13,23,10,18,0.014260628600891079,-1.8458613305934501,-1.1713472863270993,17.16135299305507,17.16135299305507
sample_000297,samples/sample_000297.npz,train,25,41,43,54,12,20,0.06731130686379432,-1.1719119774387265,-9.15571839862407,117.63978693977882,117.63978693977882
sample_000298,samples/sample_000298.npz,train,27,40,18,22,8,14,0.0056974242040420545,-2.2443214437667613,-0.5075714293910114,6.414290800067443,6.414290800067443
sample_000299,samples/sample_000299.npz,train,35,50,13,22,10,15,0.00045722613609452224,-3.339868952298616,-0.05752437763216538,0.689456897734774,0.689456897734774
sample_000300,samples/sample_000300.npz,train,39,54,31,40,8,15,0.00015606489215369486,-3.8066947834127074,-0.03521572743976628,0.4139803504673766,0.4139803504673766
sample_000301,samples/sample_000301.npz,train,37,52,24,30,4,12,0.0025389774231977073,-2.595341160892425,-1.2389994682191643,12.72065436119879,12.72065436119879
sample_000302,samples/sample_000302.npz,train,21,31,8,13,8,12,0.015919693550006806,-1.7980652965746051,-1.153238274298099,15.062260952998397,15.062260952998397
sample_000303,samples/sample_000303.npz,train,29,33,16,31,3,9,0.0002651299004487821,-3.5765412912497467,-0.10355176976047005,1.150911116543944,1.150911116543944
sample_000304,samples/sample_000304.npz,train,11,22,34,41,14,16,0.0012431699047916287,-2.9054695120093212,-0.022433918804090028,0.30369512750399863,0.30369512750399863
sample_000305,samples/sample_000305.npz,train,8,19,17,29,12,19,0.0002879344006711451,-3.5407064451283627,-0.028044311768623063,0.3816966367570654,0.3816966367570654
sample_000306,samples/sample_000306.npz,train,47,52,42,49,13,20,0.0005163233271710686,-3.28707825335135,-0.01193852716711895,0.18049231888299272,0.18049231888299272
sample_000307,samples/sample_000307.npz,train,18,28,14,23,9,17,0.0007732122957413401,-3.1117012483706494,-0.100237039523202,1.3980597269797084,1.3980597269797084
sample_000308,samples/sample_000308.npz,train,43,55,16,27,3,7,0.017772569680835043,-1.75024977435994,-14.287520914243224,107.25997535604223,107.25997535604223
sample_000309,samples/sample_000309.npz,train,44,48,9,19,12,16,0.0017415266128244992,-2.7590698845623236,-0.03945121266697511,0.5698395915196983,0.5698395915196983
sample_000310,samples/sample_000310.npz,train,20,25,21,33,10,17,0.008604407321394896,-2.0652790388648805,-0.5656814621377793,8.164721705058783,8.164721705058783
sample_000311,samples/sample_000311.npz,train,17,27,11,25,16,24,0.02078321843649592,-1.6822871978289378,-1.2083811249591223,17.205040657578568,17.205040657578568
sample_000312,samples/sample_000312.npz,train,10,25,27,37,9,16,0.0019210701067178654,-2.716456785890442,-0.38058177169658547,4.587985935575592,4.587985935575592
sample_000313,samples/sample_000313.npz,train,18,33,22,29,14,21,0.0006515609242086493,-3.1860449693442354,-0.037163630691802715,0.5035553214101588,0.5035553214101588
sample_000314,samples/sample_000314.npz,train,24,38,29,45,5,7,0.018624273296971534,-1.729920664043962,-6.707717697644471,48.642561727576094,48.642561727576094
sample_000315,samples/sample_000315.npz,train,26,39,10,16,2,5,0.001424132787431663,-2.8464495148001414,-1.251641272023588,7.9774467921210555,7.9774467921210555
sample_000316,samples/sample_000316.npz,train,45,50,33,37,3,7,0.000214651166026075,-3.6682667480076745,-0.03970466984326541,0.54111093171036,0.54111093171036
sample_000317,samples/sample_000317.npz,train,8,16,24,35,6,12,0.00720598011648853,-2.1423069405636066,-1.6980830654345718,21.46490517789711,21.46490517789711
sample_000318,samples/sample_000318.npz,train,23,29,10,22,8,11,0.0987741208005233,-1.0053568273329812,-7.8647283001733115,101.06982969907622,101.06982969907622
sample_000319,samples/sample_000319.npz,train,48,52,38,44,14,21,0.0015151667480870932,-2.8195395692811065,-0.020448672447796638,0.3133402161255323,0.3133402161255323
sample_000320,samples/sample_000320.npz,train,18,23,17,27,7,15,0.004981223385859833,-2.302663981642265,-0.5728632023324355,8.47816768648512,8.47816768648512
sample_000321,samples/sample_000321.npz,train,30,42,39,50,10,18,0.09103199967024903,-1.0408059171587758,-13.632992141687499,181.81945418327084,181.81945418327084
sample_000322,samples/sample_000322.npz,train,30,42,11,26,3,11,0.00373447351639456,-2.427770616081858,-4.023188434062766,33.82897201414392,33.82897201414392
sample_000323,samples/sample_000323.npz,train,33,39,23,36,15,19,0.03276181478735066,-1.4846320492100742,-0.8234545583802534,11.673482779349861,11.673482779349861
sample_000324,samples/sample_000324.npz,train,15,31,14,29,13,20,0.0014086218129166605,-2.8512055907158076,-0.19916203733015633,2.486610939688696,2.486610939688696
sample_000325,samples/sample_000325.npz,train,25,34,46,50,14,19,0.0002677814119231386,-3.572219572878107,-0.004505250067709432,0.065241000831718,0.065241000831718
sample_000326,samples/sample_000326.npz,train,40,53,27,31,16,18,0.06411858589767518,-1.193016064352963,-0.5586357881868333,7.6063886342615,7.6063886342615
sample_000327,samples/sample_000327.npz,train,33,47,43,53,10,14,0.0013011117844230209,-2.885685389623995,-0.1483915558241576,1.7750273769406453,1.7750273769406453
sample_000328,samples/sample_000328.npz,train,11,25,44,50,4,12,0.00041308336412444144,-3.3839622947702943,-0.19049182507068432,2.041092060657639,2.041092060657639
sample_000329,samples/sample_000329.npz,train,20,24,49,54,12,16,0.012027564338221448,-1.9198223112776271,-0.14260801586711228,2.1270576894536495,2.1270576894536495
sample_000330,samples/sample_000330.npz,train,26,38,8,18,14,21,0.00024839482496509974,-3.6048574564524327,-0.016015357078058956,0.22286419657730458,0.22286419657730458
sample_000331,samples/sample_000331.npz,train,18,28,48,54,8,12,0.0010157431581443303,-2.9932160943179875,-0.08702591092990616,1.1228053649854273,1.1228053649854273
sample_000332,samples/sample_000332.npz,train,14,18,16,24,7,11,0.0006886825155780745,-3.161980942837755,-0.04156544966116177,0.5856540727001,0.5856540727001
sample_000333,samples/sample_000333.npz,train,10,15,29,34,14,18,0.0003315603421742096,-3.479437420838571,-0.003373603473120902,0.04997708758636882,0.04997708758636882
sample_000334,samples/sample_000334.npz,train,9,21,13,24,10,16,0.0004469952895440947,-3.3496970534581885,-0.059619826389495666,0.7655886487840468,0.7655886487840468
sample_000335,samples/sample_000335.npz,train,33,41,30,39,16,20,0.021055702332047285,-1.6766302677157916,-0.4306006236925876,6.186247423775332,6.186247423775332
sample_000336,samples/sample_000336.npz,train,8,17,11,21,9,15,0.0023054800170520524,-2.637238637713338,-0.2675181877069794,3.6157955908124713,3.6157955908124713
sample_000337,samples/sample_000337.npz,train,35,42,34,43,6,14,0.022217326760692473,-1.6533081975518895,-4.211446602765233,60.1977887086143,60.1977887086143
sample_000338,samples/sample_000338.npz,train,18,24,29,38,11,15,0.014633572176053463,-1.8346496460564325,-0.5499827098354783,7.808653304192055,7.808653304192055
sample_000339,samples/sample_000339.npz,train,20,24,37,45,8,11,0.0005668528616142639,-3.246529656595184,-0.02202428558857815,0.30811534357823045,0.30811534357823045
sample_000340,samples/sample_000340.npz,train,35,51,46,56,12,15,0.002279507048381052,-2.64215906059373,-0.1612022383964315,1.9177075627330527,1.9177075627330527
sample_000341,samples/sample_000341.npz,train,30,46,35,42,6,10,0.005530893300615839,-2.2572047196542724,-1.4458473181568008,13.813753042633888,13.813753042633888
sample_000342,samples/sample_000342.npz,train,20,35,23,31,9,12,0.0006051694945987827,-3.218122972025788,-0.06347319844949728,0.7079624093646185,0.7079624093646185
sample_000343,samples/sample_000343.npz,train,45,54,35,49,7,15,0.011160942642416022,-1.952299123757661,-2.9224710666135385,37.22475973209014,37.22475973209014
sample_000344,samples/sample_000344.npz,train,27,31,16,29,5,8,0.04475659257143391,-1.3491429847834047,-6.189463028070089,72.02289562518258,72.02289562518258
sample_000345,samples/sample_000345.npz,train,12,26,14,18,15,21,0.0014506316985629438,-2.838442836759451,-0.035318394770723245,0.48851120498962525,0.48851120498962525
sample_000346,samples/sample_000346.npz,train,35,41,16,25,11,14,0.0002481586667077012,-3.6052705528760685,-0.00772394790405526,0.10822374674581269,0.10822374674581269
sample_000347,samples/sample_000347.npz,train,24,32,21,33,12,19,0.048654594859837176,-1.3128761394029773,-3.4842425089123394,49.42920678265679,49.42920678265679
sample_000348,samples/sample_000348.npz,train,38,48,29,37,5,8,0.00012337322227588625,-3.9087790921649437,-0.028960618334235882,0.30736008881188315,0.30736008881188315
sample_000349,samples/sample_000349.npz,train,44,55,20,31,2,4,0.002487710533673413,-2.6042001549064504,-2.226130425498252,11.930765552430131,11.930765552430131
sample_000350,samples/sample_000350.npz,train,12,16,37,46,9,11,0.0019264831170422722,-2.7152347926242517,-0.04788121781155949,0.6633441738137568,0.6633441738137568
sample_000351,samples/sample_000351.npz,train,33,49,33,38,2,8,0.0021227893543965307,-2.67309309898614,-2.075295657737218,14.922208866000586,14.922208866000586
sample_000352,samples/sample_000352.npz,train,30,39,23,34,7,15,0.0033950484373874105,-2.469154025230311,-0.7423643574924702,9.926620422810858,9.926620422810858
sample_000353,samples/sample_000353.npz,train,10,14,46,53,7,9,0.0012449303800144366,-2.9048549348501513,-0.04423941802855484,0.6085622782026417,0.6085622782026417
sample_000354,samples/sample_000354.npz,train,25,38,14,25,6,14,0.0004800633875096771,-3.3187014146491176,-0.18879273258411192,2.1577332933223192,2.1577332933223192
sample_000355,samples/sample_000355.npz,train,21,34,27,41,3,5,0.002935156908009807,-2.532368677223399,-1.9947203721454807,11.203083841790637,11.203083841790637
