sample_id,relative_path,split,x_start,x_end,y_start,y_end,z_start,z_end,susceptibility_si,tmi_min_nt,tmi_max_nt
sample_000237,samples/sample_000237.npz,train,20,34,43,53,11,14,0.007172426372460665,-0.5479094326840931,6.626015602086795
sample_000238,samples/sample_000238.npz,train,27,43,9,21,10,17,0.06728099663682993,-13.429282919326056,159.98434507401387
sample_000239,samples/sample_000239.npz,train,20,26,37,51,2,5,0.007913949252364752,-5.518352640589677,44.075367100966076
sample_000240,samples/sample_000240.npz,train,24,39,24,39,5,11,0.08395407785417117,-55.783566140519135,478.8036155921059
sample_000241,samples/sample_000241.npz,train,28,36,11,23,11,14,0.008999059062295926,-0.4725818303593669,6.27685144973432
sample_000242,samples/sample_000242.npz,train,38,49,17,31,7,12,0.0032555790190721356,-0.8695982688692888,9.714581843713848
sample_000243,samples/sample_000243.npz,train,35,46,30,43,3,8,0.04562028462099873,-39.56163532019911,316.59788231104835
sample_000244,samples/sample_000244.npz,train,14,20,40,52,11,15,0.09007285165316344,-4.334073600558651,59.87567534455644
sample_000245,samples/sample_000245.npz,train,9,21,27,35,3,6,0.030284305423227475,-18.32159477004841,139.13681844579438
sample_000246,samples/sample_000246.npz,train,19,31,39,51,15,19,0.03492848882241796,-1.6100512618247669,21.61510923420986
sample_000247,samples/sample_000247.npz,train,20,24,28,40,4,8,0.09219316902791647,-19.918762735302696,233.8349800216691
sample_000248,samples/sample_000248.npz,train,14,18,25,40,9,12,0.0996438712708379,-4.8896531851416265,63.12602567543477
sample_000249,samples/sample_000249.npz,train,25,34,11,27,9,12,0.007097492306600369,-0.7936581556960929,9.345617805544526
sample_000250,samples/sample_000250.npz,train,20,25,42,52,4,6,0.010023914350994222,-1.7044936785091578,18.985949874864463
sample_000251,samples/sample_000251.npz,train,23,37,38,53,8,13,0.0352929491395179,-9.63882173876813,102.7658770732611
sample_000252,samples/sample_000252.npz,train,21,36,31,35,6,8,0.027631177264052818,-2.7982823587875165,26.360415916444644
sample_000253,samples/sample_000253.npz,train,11,24,31,44,11,17,0.010803668218232424,-1.465880376808541,18.51943317228647
sample_000254,samples/sample_000254.npz,train,35,48,49,56,10,17,0.0559577756054973,-5.7379373654176336,75.98106622225745
sample_000255,samples/sample_000255.npz,train,33,46,9,17,4,6,0.04063759760627439,-13.870646544991871,107.56007645356557
sample_000256,samples/sample_000256.npz,train,45,49,35,44,11,17,0.04307094321041503,-1.3558411395143761,20.11938534771132
sample_000257,samples/sample_000257.npz,train,29,36,21,30,16,24,0.07865434061727969,-2.1474513824243586,32.15135527897231
sample_000258,samples/sample_000258.npz,train,29,41,30,44,14,19,0.06925352685220168,-4.964746061730497,65.63348169932824
sample_000259,samples/sample_000259.npz,train,36,40,38,48,7,10,0.06503670844502688,-4.010287833081945,53.56113622809889
sample_000260,samples/sample_000260.npz,train,29,40,16,21,8,12,0.041259171202072106,-3.2665311100388426,41.44350541487261
sample_000261,samples/sample_000261.npz,train,12,20,19,32,14,19,0.047622804864318455,-2.16527999144297,30.25210861066693
sample_000262,samples/sample_000262.npz,train,20,31,49,56,6,9,0.0017026334533362469,-0.27923115515402347,3.1010991891267836
sample_000263,samples/sample_000263.npz,train,19,26,15,24,4,7,0.02664379308570891,-7.225533372187658,79.4787091320219
sample_000264,samples/sample_000264.npz,train,23,35,24,38,2,7,0.04845126276763027,-69.71596713619823,428.4465129297006
sample_000265,samples/sample_000265.npz,train,24,37,17,30,3,6,0.02706037441675583,-22.439353995368535,139.98267423403706
sample_000266,samples/sample_000266.npz,train,24,36,46,53,8,13,0.042245141334368234,-5.492042908320179,68.36263664411891
sample_000267,samples/sample_000267.npz,train,18,28,16,30,7,15,0.057080037840018215,-16.493484152597084,205.1920382937565
sample_000268,samples/sample_000268.npz,train,11,20,17,32,3,6,0.06488899424223002,-41.669423513393426,316.9065940811876
sample_000269,samples/sample_000269.npz,train,15,24,10,22,8,13,0.029409729995866985,-4.583359431310482,57.850381822394446
sample_000270,samples/sample_000270.npz,train,14,23,37,44,14,19,0.0640393432847736,-1.8551631133155633,26.562900783258385
sample_000271,samples/sample_000271.npz,train,32,41,36,51,16,19,0.06386584065168567,-1.8662069303623225,25.420728612976305
sample_000272,samples/sample_000272.npz,train,21,30,21,30,7,15,0.023100771227637477,-4.288343765144802,59.19860435910011
sample_000273,samples/sample_000273.npz,train,32,45,18,26,3,5,0.050633503804132736,-26.94605411658314,176.0972582120838
sample_000274,samples/sample_000274.npz,train,25,34,42,48,12,14,0.07714805951279366,-1.4643480424273787,20.08223836192304
sample_000275,samples/sample_000275.npz,train,33,40,50,56,9,13,0.013206010368754906,-0.6253913098037871,8.796966647491852
sample_000276,samples/sample_000276.npz,train,30,43,12,25,3,6,0.03657014232494319,-30.325167149985347,189.17647964042484
sample_000277,samples/sample_000277.npz,train,40,46,37,51,9,11,0.04842647706435094,-2.506918038350938,31.55698003670112
sample_000278,samples/sample_000278.npz,train,47,54,15,29,10,13,0.07889186433462729,-5.073236506499353,65.44251247034327
sample_000279,samples/sample_000279.npz,train,18,32,19,33,13,15,0.019246918535678347,-0.9637936449866471,11.660555368676686
sample_000280,samples/sample_000280.npz,train,27,41,26,35,12,18,0.06073063469496445,-5.342359946112049,69.805378529887
sample_000281,samples/sample_000281.npz,train,46,56,22,32,7,10,0.06864940307903888,-10.122648015145975,117.16616308485607
sample_000282,samples/sample_000282.npz,train,37,46,8,22,6,10,0.025045916568218626,-6.544922354484032,71.49467804329305
sample_000283,samples/sample_000283.npz,train,47,51,10,22,11,15,0.0778184534146094,-2.51182641769509,35.34027689622373
sample_000284,samples/sample_000284.npz,train,11,15,43,53,13,17,0.04087186333443544,-0.767248533490911,11.137808668285457
sample_000285,samples/sample_000285.npz,train,20,33,26,31,12,17,0.08020148612732102,-3.426395525926019,45.72411891297877
sample_000286,samples/sample_000286.npz,train,29,42,12,28,6,11,0.0867211126186744,-37.566341014875654,357.6041117934468
sample_000287,samples/sample_000287.npz,train,14,27,27,41,5,7,0.04001969307207481,-12.807825158637817,100.52111660441633
sample_000288,samples/sample_000288.npz,train,8,16,40,44,10,16,0.09827852345571833,-3.490862894188847,51.02505281392881
sample_000289,samples/sample_000289.npz,train,21,36,37,43,11,16,0.07120271218552415,-5.031109733158261,63.26350663240667
sample_000290,samples/sample_000290.npz,train,17,24,13,22,3,11,0.09589958653161298,-48.00834149157126,608.3098985927181
sample_000291,samples/sample_000291.npz,train,10,18,35,41,6,14,0.02799909632092816,-4.232220484482708,61.64300956019502
sample_000292,samples/sample_000292.npz,train,43,52,24,32,15,22,0.056700577755926546,-1.9216813391526508,28.068081319098173
sample_000293,samples/sample_000293.npz,train,26,39,34,43,14,22,0.06634918956575352,-4.4662843691667575,62.47848818767234
sample_000294,samples/sample_000294.npz,train,18,26,8,24,16,22,0.0477851515796425,-2.1356248916386216,29.90154364716366
sample_000295,samples/sample_000295.npz,train,24,35,12,25,13,20,0.025946250183245437,-2.284701794682839,31.24291496356934
sample_000296,samples/sample_000296.npz,train,36,43,13,23,10,18,0.07208657609041615,-5.92108634397684,86.74955244910063
sample_000297,samples/sample_000297.npz,train,25,41,43,54,12,20,0.09432690474452203,-12.830393542393985,164.85486959795207
sample_000298,samples/sample_000298.npz,train,27,40,18,22,8,14,0.05893739235569687,-5.250607392243066,66.35307020972213
sample_000299,samples/sample_000299.npz,train,35,50,13,22,10,15,0.022784324574145667,-2.866533668100728,34.35676301790899
sample_000300,samples/sample_000300.npz,train,39,54,31,40,8,15,0.007379072147380664,-1.6650726949206107,19.573850319460234
sample_000301,samples/sample_000301.npz,train,37,52,24,30,4,12,0.04735374169054998,-23.108224239906793,237.24928137332614
sample_000302,samples/sample_000302.npz,train,21,31,8,13,8,12,0.07366384521303802,-5.336281750899474,69.69632385786969
sample_000303,samples/sample_000303.npz,train,29,33,16,31,3,9,0.014974137388758357,-5.84844812338865,65.0017278826661
sample_000304,samples/sample_000304.npz,train,11,22,34,41,14,16,0.0371195061036924,-0.6698489351788833,9.067959082587048
sample_000305,samples/sample_000305.npz,train,8,19,17,29,12,19,0.01615668731076402,-1.5736332183062909,21.41790862518995
sample_000306,samples/sample_000306.npz,train,47,52,42,49,13,20,0.02452641763940546,-0.5671045457075933,8.573755629234041
sample_000307,samples/sample_000307.npz,train,18,28,14,23,9,17,0.03031385880376857,-3.9298023281753554,54.811059825258866
sample_000308,samples/sample_000308.npz,train,43,55,16,27,3,7,0.07524175744612199,-60.4874925833214,454.0946608426708
sample_000309,samples/sample_000309.npz,train,44,48,9,19,12,16,0.04195069380944333,-0.9503189629846592,13.726558274694538
sample_000310,samples/sample_000310.npz,train,20,25,21,33,10,17,0.06484579171745894,-4.263171377798914,61.53216997629365
sample_000311,samples/sample_000311.npz,train,17,27,11,25,16,24,0.07748452247164506,-4.505117546064969,64.1442744728741
sample_000312,samples/sample_000312.npz,train,10,25,27,37,9,16,0.04335692606561541,-8.58940802435892,103.546954009391
sample_000313,samples/sample_000313.npz,train,18,33,22,29,14,21,0.027860516011640232,-1.5891038817674492,21.531849850021295
sample_000314,samples/sample_000314.npz,train,24,38,29,45,5,7,0.07591261808654926,-27.340684735804114,198.26728030050725
sample_000315,samples/sample_000315.npz,train,26,39,10,16,2,5,0.03906716601159533,-34.335338665775296,218.83932994062954
sample_000316,samples/sample_000316.npz,train,45,50,33,37,3,7,0.011947197315746737,-2.209908809120214,30.117510595565378
sample_000317,samples/sample_000317.npz,train,8,16,24,35,6,12,0.062303870961400984,-14.681854460219876,185.5884557353229
sample_000318,samples/sample_000318.npz,train,23,29,10,22,8,11,0.09982322469801164,-7.948261285135247,102.143314280123
sample_000319,samples/sample_000319.npz,train,48,52,38,44,14,21,0.03995519421372349,-0.5392348488587115,8.2628329303604
sample_000320,samples/sample_000320.npz,train,18,23,17,27,7,15,0.057012088605805256,-6.556647716327456,97.03600890038608
sample_000321,samples/sample_000321.npz,train,30,42,39,50,10,18,0.0986534047337604,-14.774377484288175,197.0417955334034
sample_000322,samples/sample_000322.npz,train,30,42,11,26,3,11,0.05288356966929868,-56.972035762320466,479.0492503593923
sample_000323,samples/sample_000323.npz,train,33,39,23,36,15,19,0.08400714237606756,-2.1114844726130353,29.93289353865086
sample_000324,samples/sample_000324.npz,train,15,31,14,29,13,20,0.038910215506378354,-5.501432354760023,68.68739675837942
sample_000325,samples/sample_000325.npz,train,25,34,46,50,14,19,0.015116754095022455,-0.2543296725305648,3.6829747800288573
sample_000326,samples/sample_000326.npz,train,40,53,27,31,16,18,0.09363046987635223,-0.8157592745744358,11.107383747389209
sample_000327,samples/sample_000327.npz,train,33,47,43,53,10,14,0.03777238214240816,-4.3079333310533166,51.53055750501059
sample_000328,samples/sample_000328.npz,train,11,25,44,50,4,12,0.021329244272580285,-9.835900387610089,105.39023489916649
sample_000329,samples/sample_000329.npz,train,20,24,49,54,12,16,0.0696458637278383,-0.8257747364422973,12.31677260374267
sample_000330,samples/sample_000330.npz,train,26,38,8,18,14,21,0.014039703937069721,-0.9052156073846406,12.59666881517108
sample_000331,samples/sample_000331.npz,train,18,28,48,54,8,12,0.03422386888750642,-2.932201402666856,37.831163511564654
sample_000332,samples/sample_000332.npz,train,14,18,16,24,7,11,0.028654628886354085,-1.7294507699131176,24.367831821637772
sample_000333,samples/sample_000333.npz,train,10,15,29,34,14,18,0.018178565112327152,-0.18496563540494038,2.740109747560063
sample_000334,samples/sample_000334.npz,train,9,21,13,24,10,16,0.022459997235879783,-2.9956940543950643,38.46823283737041
sample_000335,samples/sample_000335.npz,train,33,41,30,39,16,20,0.07767120116537889,-1.5884185190391884,22.82010157583606
sample_000336,samples/sample_000336.npz,train,8,17,11,21,9,15,0.04597112495545985,-5.33429584931176,72.09873682740835
sample_000337,samples/sample_000337.npz,train,35,42,34,43,6,14,0.07844082948078765,-14.86899771288029,212.53523244035136
sample_000338,samples/sample_000338.npz,train,18,24,29,38,11,15,0.07245656168013773,-2.7231804044749515,38.663709391292315
sample_000339,samples/sample_000339.npz,train,20,24,37,45,8,11,0.02586452133235892,-1.0049302687485275,14.05877315667361
sample_000340,samples/sample_000340.npz,train,35,51,46,56,12,15,0.04580875100040691,-3.239504521525527,38.5380648695443
sample_000341,samples/sample_000341.npz,train,30,46,35,42,6,10,0.05851224425140901,-15.295860262063389,146.13800059064494
sample_000342,samples/sample_000342.npz,train,20,35,23,31,9,12,0.026801941923149004,-2.811121433889304,31.354466955628194
sample_000343,samples/sample_000343.npz,train,45,54,35,49,7,15,0.06857412891599719,-17.95600222400134,228.71325440078857
sample_000344,samples/sample_000344.npz,train,27,31,16,29,5,8,0.08847828150214765,-12.235807948198248,142.38041567519363
sample_000345,samples/sample_000345.npz,train,12,26,14,18,15,21,0.03933138638693811,-0.9575976628004088,13.245142968322313
sample_000346,samples/sample_000346.npz,train,35,41,16,25,11,14,0.014026071755089749,-0.4365620115255847,6.116868881182118
sample_000347,samples/sample_000347.npz,train,24,32,21,33,12,19,0.08967508739970176,-6.421793219566456,91.10277030185897
sample_000348,samples/sample_000348.npz,train,38,48,29,37,5,8,0.004010289958556856,-0.9413750981429819,9.990847931187872
sample_000349,samples/sample_000349.npz,train,44,55,20,31,2,4,0.04706139488808714,-42.11294095554129,225.70089313227913
sample_000350,samples/sample_000350.npz,train,12,16,37,46,9,11,0.0433972518433997,-1.0786044424093868,14.942935986669278
sample_000351,samples/sample_000351.npz,train,33,49,33,38,2,8,0.04478792773345738,-43.78587624323216,314.83802717284794
sample_000352,samples/sample_000352.npz,train,30,39,23,34,7,15,0.05151791716739975,-11.264954637010051,150.63078882112967
sample_000353,samples/sample_000353.npz,train,10,14,46,53,7,9,0.037139787149945,-1.3197866915627594,18.155130233416347
sample_000354,samples/sample_000354.npz,train,25,38,14,25,6,14,0.023482853316579122,-9.235014190720268,105.54801189046489
sample_000355,samples/sample_000355.npz,train,21,34,27,41,3,5,0.049431833651627836,-33.593667930348126,188.67440450922248
sample_000356,samples/sample_000356.npz,train,27,39,35,46,5,7,0.034608793825898695,-9.179965528379283,80.0721142310349
sample_000357,samples/sample_000357.npz,train,38,52,13,19,2,8,0.05738911752230307,-58.80984831625687,451.89842666428297
sample_000358,samples/sample_000358.npz,train,10,19,39,48,4,8,0.012760078112149218,-4.86418304473552,51.07512402959177
sample_000359,samples/sample_000359.npz,train,30,36,21,26,14,21,0.08050636405196732,-1.3616706665189526,20.652632790490664
sample_000360,samples/sample_000360.npz,train,12,25,20,25,11,18,0.005344617642196598,-0.3263108308021234,4.437056286604439
sample_000361,samples/sample_000361.npz,train,22,37,18,26,7,15,0.033390352707456876,-8.924265516442746,105.0509872148252
sample_000362,samples/sample_000362.npz,train,16,24,34,49,5,12,0.03779749477334639,-15.083651981916688,172.89331758382093
sample_000363,samples/sample_000363.npz,train,24,28,30,35,15,17,0.07727750273231902,-0.31250264225704016,4.615069012224791
sample_000364,samples/sample_000364.npz,train,26,36,47,55,2,6,0.03214176898085674,-29.9358018556568,228.62743845116225
sample_000365,samples/sample_000365.npz,train,41,56,52,56,5,8,0.07556704713118813,-13.878715805197825,126.57621728931345
sample_000366,samples/sample_000366.npz,train,23,38,48,54,5,12,0.08464777736657696,-29.648736874381157,312.97750539495934
sample_000367,samples/sample_000367.npz,train,29,33,45,53,7,9,0.011504265517572797,-0.45680584896572096,6.1753755935241035
sample_000368,samples/sample_000368.npz,train,25,30,12,24,8,10,0.01971037439542105,-0.9920458605446496,12.741274002378056
sample_000369,samples/sample_000369.npz,train,33,45,12,27,12,18,0.06289352965991629,-7.4139057050730575,95.5205748767845
sample_000370,samples/sample_000370.npz,train,8,18,23,37,4,11,0.024498336741109093,-15.471874712039705,156.6620534097735
sample_000371,samples/sample_000371.npz,train,10,16,10,26,3,5,0.018144035493993384,-6.70784168512393,56.03380914710742
sample_000372,samples/sample_000372.npz,train,34,43,24,35,7,9,0.08147922063021577,-8.901170572317003,101.79823982073354
sample_000373,samples/sample_000373.npz,train,44,49,14,18,14,21,0.0722538288730822,-0.8189651305696117,12.532987506292727
sample_000374,samples/sample_000374.npz,train,35,50,33,39,10,13,0.08786748627665601,-5.615417287524465,66.0335381367326
sample_000375,samples/sample_000375.npz,train,35,41,8,24,10,17,0.05785771105516311,-5.708004874042625,77.520877740069
sample_000376,samples/sample_000376.npz,train,30,43,26,41,3,10,0.07533560753317824,-85.61416951440806,655.0861031686346
sample_000377,samples/sample_000377.npz,train,19,28,38,47,7,13,0.04366204334038176,-7.50554934578774,98.47408707956815
sample_000378,samples/sample_000378.npz,train,14,26,13,22,8,13,0.08540804914270422,-13.819796689068628,168.13480961327943
sample_000379,samples/sample_000379.npz,train,26,42,39,50,3,5,0.09502024638384006,-68.89793526102767,356.067026817627
sample_000380,samples/sample_000380.npz,train,25,36,41,45,13,19,0.055958234104541364,-1.5085259945564105,21.419716718313538
sample_000381,samples/sample_000381.npz,train,39,49,35,50,4,8,0.01170479256579544,-6.457017091289296,56.350645401568784
sample_000382,samples/sample_000382.npz,train,21,26,39,54,11,17,0.052815922250549326,-3.1925754238524404,44.18753150832867
sample_000383,samples/sample_000383.npz,train,10,19,15,27,12,15,0.02731609647216148,-1.3153917378773246,17.458126322446837
sample_000384,samples/sample_000384.npz,train,26,38,37,50,11,13,0.05969190399070429,-3.605387644819782,43.43218357967038
sample_000385,samples/sample_000385.npz,train,11,25,14,28,8,12,0.08894656037191732,-20.591692386899613,216.32163737586927
sample_000386,samples/sample_000386.npz,train,17,30,9,25,12,20,0.08083855217828109,-12.410610914321829,160.52024532144276
sample_000387,samples/sample_000387.npz,train,40,49,22,26,6,14,0.05397781286303973,-6.234060278494741,90.55473527976388
sample_000388,samples/sample_000388.npz,train,21,29,37,52,15,21,0.051997091006201215,-2.548283084846437,35.68784968017274
sample_000389,samples/sample_000389.npz,train,10,23,16,26,9,17,0.043854762928813455,-7.971230603119205,102.97290112653765
sample_000390,samples/sample_000390.npz,train,30,44,17,25,5,12,0.08342438832955407,-35.34621044865414,372.7577408686601
sample_000391,samples/sample_000391.npz,train,10,22,31,37,12,16,0.00674105811265582,-0.2782808467195784,3.725196491872844
sample_000392,samples/sample_000392.npz,train,15,20,31,40,10,14,0.09879315627058043,-3.8485645832332978,54.81102598642781
sample_000393,samples/sample_000393.npz,train,34,42,29,44,3,11,0.08313813370480663,-62.990074346299906,644.1107496538715
sample_000394,samples/sample_000394.npz,train,15,24,37,49,8,10,0.038406094742465244,-3.3761487188345742,39.81692625419719
sample_000395,samples/sample_000395.npz,train,18,27,15,30,2,10,0.08255811805588659,-100.88657430858707,857.9409403911127
sample_000396,samples/sample_000396.npz,train,13,28,35,46,5,12,0.05846574135791048,-33.28200662336957,320.71760688676443
sample_000397,samples/sample_000397.npz,train,46,51,31,41,13,17,0.09438053478228282,-2.2097639434382126,31.80636276829059
sample_000398,samples/sample_000398.npz,train,49,55,43,56,2,7,0.0639524569520251,-50.45688365421121,463.2823668664203
sample_000399,samples/sample_000399.npz,train,30,43,47,56,11,16,0.04220830021146167,-3.797089739308565,48.72496974936849
sample_000400,samples/sample_000400.npz,train,21,25,40,48,15,21,0.07358167747635248,-1.0281009161317116,15.436095694701915
sample_000401,samples/sample_000401.npz,train,46,56,32,36,4,12,0.03851683450957501,-9.262072748794383,123.17133234567802
sample_000402,samples/sample_000402.npz,train,39,44,40,49,7,11,0.029900930836968986,-2.4742712883964417,33.987252828682166
sample_000403,samples/sample_000403.npz,train,17,29,9,17,15,18,0.0029376854607141003,-0.07576062896387106,1.0301278982122744
sample_000404,samples/sample_000404.npz,train,18,31,36,45,13,16,0.05742725590489871,-2.5280713609850696,32.72305234174019
sample_000405,samples/sample_000405.npz,train,25,38,46,54,9,13,0.04949853879143349,-5.454410265005838,65.77682719116424
sample_000406,samples/sample_000406.npz,train,36,41,16,32,5,10,0.002248442573057073,-0.5419785823501851,6.227627606212784
sample_000407,samples/sample_000407.npz,train,15,29,31,36,10,12,0.016167644435884206,-0.6081125563875928,7.257710320691401
sample_000408,samples/sample_000408.npz,train,39,55,22,28,10,18,0.07961537943396815,-8.959188553261676,114.39812194362703
sample_000409,samples/sample_000409.npz,train,12,20,39,54,2,10,0.002255252714482744,-2.4896212936491993,22.525128995139497
sample_000410,samples/sample_000410.npz,train,35,47,17,27,8,12,0.013461935525514755,-2.1176580344934095,24.87159354749663
sample_000411,samples/sample_000411.npz,train,25,37,9,13,2,6,0.02247648998765704,-14.767312190787342,116.4873817587114
sample_000412,samples/sample_000412.npz,train,26,36,24,33,14,16,0.0012701325644273286,-0.02641475667606098,0.3596688448795198
sample_000413,samples/sample_000413.npz,train,46,55,28,42,9,14,0.08750228666603474,-12.153932936620564,153.30354941413907
sample_000414,samples/sample_000414.npz,train,30,42,32,47,12,20,0.016360967084238877,-2.212096085253688,29.366230050085377
sample_000415,samples/sample_000415.npz,train,11,21,16,24,12,20,0.03059437972920319,-1.9966194087672628,28.884253693080638
sample_000416,samples/sample_000416.npz,train,46,54,34,43,11,19,0.07837308097145317,-5.501956745278637,80.65230109617737
sample_000417,samples/sample_000417.npz,train,29,44,29,36,11,16,0.0024036613565667627,-0.19628659377195473,2.448760590911188
sample_000418,samples/sample_000418.npz,train,24,37,29,45,13,21,0.04566686267067695,-5.966032819576242,78.49000973980212
sample_000419,samples/sample_000419.npz,train,43,51,8,17,10,13,0.028173008235013928,-1.4448230572457579,19.41914692077302
sample_000420,samples/sample_000420.npz,train,23,36,28,44,8,14,0.023282035977984585,-6.759515719653581,74.6210144443244
sample_000421,samples/sample_000421.npz,train,33,47,18,25,5,8,0.08945196196492083,-25.28105585130368,229.35959356847857
sample_000422,samples/sample_000422.npz,train,14,20,30,40,2,6,0.028648477226588476,-19.51797218908193,183.0233826382612
sample_000423,samples/sample_000423.npz,train,10,25,32,46,12,18,0.04052943591771712,-5.5697903232161545,68.65689299004664
sample_000424,samples/sample_000424.npz,train,31,43,30,44,16,19,0.07359829084452177,-2.680557069548303,35.63250376019367
sample_000425,samples/sample_000425.npz,train,20,25,28,44,7,15,0.072989989885558,-11.921687828925311,158.51807556597248
sample_000426,samples/sample_000426.npz,train,40,55,23,35,11,17,0.09112992799384584,-13.218244728376275,162.03359931740223
sample_000427,samples/sample_000427.npz,train,27,38,12,21,15,21,0.008877478349418533,-0.37564405234423986,5.302237577338546
sample_000428,samples/sample_000428.npz,train,32,47,11,24,10,14,0.007474621925475662,-1.1212123730113546,12.68786738552679
sample_000429,samples/sample_000429.npz,train,28,44,19,33,4,9,0.09237730382400669,-79.39772567408856,564.9232387858327
sample_000430,samples/sample_000430.npz,train,19,27,22,28,7,13,0.04707538509580387,-5.081774566130423,70.94036999828677
sample_000431,samples/sample_000431.npz,train,44,54,44,53,13,15,0.09029249008358815,-2.2596703893540604,30.373323309771248
sample_000432,samples/sample_000432.npz,train,34,42,46,53,4,6,0.07292336143820727,-15.133050184148756,156.93875550588615
sample_000433,samples/sample_000433.npz,train,15,31,33,43,14,16,0.061803327453040374,-2.201841972538412,27.077761762243338
sample_000434,samples/sample_000434.npz,train,25,35,18,30,5,10,0.049537286262581214,-19.199054263407938,204.10642837137345
sample_000435,samples/sample_000435.npz,train,19,35,44,50,7,11,0.041560780500129804,-7.11045252206927,72.85165968654877
sample_000436,samples/sample_000436.npz,train,32,47,25,34,15,19,0.014938627847922499,-0.6557431195676389,8.598277166728694
sample_000437,samples/sample_000437.npz,train,30,38,23,39,8,12,0.07200528058910904,-10.895582603145304,129.37304439578477
sample_000438,samples/sample_000438.npz,train,47,55,22,37,12,16,0.06601063218003494,-4.143483102510377,54.915679253861505
sample_000439,samples/sample_000439.npz,train,39,54,36,42,4,8,0.04273037508918597,-18.48379358240747,155.39309666721348
sample_000440,samples/sample_000440.npz,train,18,27,38,50,6,13,0.037290993662219614,-10.90101351183833,135.15885430698893
sample_000441,samples/sample_000441.npz,train,28,43,29,36,13,16,0.06280769103336278,-2.504914631785042,31.61208085516699
sample_000442,samples/sample_000442.npz,train,32,45,19,23,5,7,0.08891533355105824,-11.600760373111545,109.3197941086522
sample_000443,samples/sample_000443.npz,train,36,48,39,48,7,13,0.04640704288511209,-10.375201268660582,125.1681187021375
sample_000444,samples/sample_000444.npz,train,15,25,33,39,9,13,0.025503049549500844,-1.6989287525482109,22.456342766247186
sample_000445,samples/sample_000445.npz,train,16,20,40,47,8,14,0.06592975525857155,-3.210636403059777,48.39483225552393
sample_000446,samples/sample_000446.npz,train,27,43,8,17,12,17,0.03652326853457874,-3.291458004703371,40.72166858839753
sample_000447,samples/sample_000447.npz,train,8,19,37,45,7,11,0.04350295799633065,-6.877095918803034,81.43355736343769
sample_000448,samples/sample_000448.npz,train,36,50,8,20,11,14,0.06920126000795633,-6.156946591798961,73.0552046705842
sample_000449,samples/sample_000449.npz,train,11,19,23,33,13,18,0.09898513790510986,-4.235287352342206,60.002982766982825
sample_000450,samples/sample_000450.npz,train,23,32,38,48,5,10,0.0808494684817191,-25.26036319664241,290.40334913703185
sample_000451,samples/sample_000451.npz,train,34,41,44,53,11,18,0.06884365055073155,-4.03186297624198,58.7869642985986
sample_000452,samples/sample_000452.npz,train,18,31,35,45,10,14,0.048099922735449725,-5.128324110648941,62.62491764875786
sample_000453,samples/sample_000453.npz,train,25,39,33,45,11,17,0.04996032293428006,-6.801549141345558,85.1271343489497
sample_000454,samples/sample_000454.npz,train,37,43,45,56,3,9,0.06981369396873005,-34.0950367997395,387.78841937174474
sample_000455,samples/sample_000455.npz,train,37,48,8,15,2,9,0.012064963426145332,-11.438971266218935,105.29516119480623
sample_000456,samples/sample_000456.npz,train,22,35,29,42,15,20,0.011242263666506873,-0.6970963818727134,9.291099269753085
sample_000457,samples/sample_000457.npz,train,42,51,19,34,10,13,0.0017092481428033317,-0.14686965766841314,1.8095797990342464
sample_000458,samples/sample_000458.npz,train,46,54,39,49,15,18,0.03210409352232173,-0.6870018295623411,9.682586591291852
sample_000459,samples/sample_000459.npz,train,19,30,13,21,16,22,0.06505254072834216,-2.1173156883985036,30.147430668125693
sample_000460,samples/sample_000460.npz,train,35,48,23,38,11,13,0.006685662037781592,-0.48305761882618486,5.574832596061008
sample_000461,samples/sample_000461.npz,train,18,28,44,52,8,16,0.04929733187780311,-7.173238607862713,99.77084437678431
sample_000462,samples/sample_000462.npz,train,22,26,41,56,9,17,0.07993064586451405,-6.462675791602029,91.2542530131949
sample_000463,samples/sample_000463.npz,train,34,47,27,40,16,19,0.08653233042147285,-3.191893568586965,42.19814394859132
sample_000464,samples/sample_000464.npz,train,14,25,10,19,14,19,0.002402407306900792,-0.10709893811737735,1.4828345227804998
sample_000465,samples/sample_000465.npz,train,14,24,15,30,6,8,0.0868077287375086,-16.81102135928548,162.81837254443997
sample_000466,samples/sample_000466.npz,train,36,51,26,41,12,16,0.09069861938191762,-10.307185238389993,122.11095516129112
sample_000467,samples/sample_000467.npz,train,42,54,31,39,3,8,0.07106539432525077,-50.707495442507316,435.795191387263
sample_000468,samples/sample_000468.npz,train,21,26,24,36,12,20,0.07644896409231038,-3.6496750249299494,53.89198161780828
sample_000469,samples/sample_000469.npz,train,23,35,25,39,14,22,0.016543243360905922,-1.5346579810688177,21.060368428452612
sample_000470,samples/sample_000470.npz,train,31,36,12,23,3,10,0.06376640648290055,-26.56596949563235,333.66664494934895
sample_000471,samples/sample_000471.npz,train,37,45,30,46,5,8,0.060992469628616465,-17.72203750134409,173.7863746341495
sample_000472,samples/sample_000472.npz,train,36,41,35,41,16,19,0.001731588594947914,-0.01221440520144165,0.17988052182172218
sample_000473,samples/sample_000473.npz,train,37,52,17,32,8,12,0.03992192800606764,-10.270175178772899,103.32389328818606
sample_000474,samples/sample_000474.npz,train,41,56,33,39,10,17,0.08890485349357566,-8.991685689812778,115.03119822052011
